num,denom,value,one_up
0,0,0.01,FALSE
0,0,0.02,FALSE
0,0,0.03,FALSE
0,0,0.04,FALSE
0,0,0.05,FALSE
0,0,0.060000000000000005,FALSE
0,0,0.06999999999999999,FALSE
0,0,0.08,FALSE
0,0,0.09,FALSE
0,0,0.09999999999999999,FALSE
0,0,0.11,FALSE
0,0,0.12,FALSE
0,0,0.13,FALSE
0,0,0.14,FALSE
0,0,0.15000000000000002,FALSE
0,0,0.16,FALSE
0,0,0.17,FALSE
0,0,0.18000000000000002,FALSE
0,0,0.19,FALSE
0,0,0.2,FALSE
0,0,0.21000000000000002,FALSE
0,0,0.22,FALSE
0,0,0.23,FALSE
0,0,0.24000000000000002,FALSE
1,2,0.25,FALSE
1,2,0.26,FALSE
1,2,0.27,FALSE
1,2,0.28,FALSE
1,2,0.29000000000000004,FALSE
1,2,0.3,FALSE
1,2,0.31,FALSE
1,2,0.32,FALSE
1,2,0.33,FALSE
1,2,0.34,FALSE
1,2,0.35000000000000003,FALSE
1,2,0.36000000000000004,FALSE
1,2,0.37,FALSE
1,2,0.38,FALSE
1,2,0.39,FALSE
1,2,0.4,FALSE
1,2,0.41000000000000003,FALSE
1,2,0.42000000000000004,FALSE
1,2,0.43,FALSE
1,2,0.44,FALSE
1,2,0.45,FALSE
1,2,0.46,FALSE
1,2,0.47000000000000003,FALSE
1,2,0.48000000000000004,FALSE
1,2,0.49,FALSE
1,2,0.5,FALSE
1,2,0.51,FALSE
1,2,0.52,FALSE
1,2,0.53,FALSE
1,2,0.54,FALSE
1,2,0.55,FALSE
1,2,0.56,FALSE
1,2,0.5700000000000001,FALSE
1,2,0.5800000000000001,FALSE
1,2,0.59,FALSE
1,2,0.6,FALSE
1,2,0.61,FALSE
1,2,0.62,FALSE
1,2,0.63,FALSE
1,2,0.64,FALSE
1,2,0.65,FALSE
1,2,0.66,FALSE
1,2,0.67,FALSE
1,2,0.68,FALSE
1,2,0.6900000000000001,FALSE
1,2,0.7000000000000001,FALSE
1,2,0.7100000000000001,FALSE
1,2,0.72,FALSE
1,2,0.73,FALSE
1,2,0.74,FALSE
0,0,0.75,TRUE
0,0,0.76,TRUE
0,0,0.77,TRUE
0,0,0.78,TRUE
0,0,0.79,TRUE
0,0,0.8,TRUE
0,0,0.81,TRUE
0,0,0.8200000000000001,TRUE
0,0,0.8300000000000001,TRUE
0,0,0.8400000000000001,TRUE
0,0,0.85,TRUE
0,0,0.86,TRUE
0,0,0.87,TRUE
0,0,0.88,TRUE
0,0,0.89,TRUE
0,0,0.9,TRUE
0,0,0.91,TRUE
0,0,0.92,TRUE
0,0,0.93,TRUE
0,0,0.9400000000000001,TRUE
0,0,0.9500000000000001,TRUE
0,0,0.9600000000000001,TRUE
0,0,0.97,TRUE
0,0,0.98,TRUE
0,0,0.99,TRUE
